Faction,Tier,Name
Court of Lust,elite,Suleiman House Silk Flame
Court of Lust,elite,Samir House Silk Banner
Court of Lust,elite,Nizam House Secret Embrace
Court of Lust,elite,Silver House Velvet Hall
Court of Lust,elite,Noor House Secret Rose
Court of Lust,elite,Murad Velvet Coil
Court of Lust,elite,River House Silk Throne
Court of Lust,elite,Hamid House Crimson Throne
Court of Lust,elite,Sahil House Rose Crown
Court of Lust,elite,Mazin House Silver Rose
Court of Lust,elite,Zara House Rose Regent
Court of Lust,elite,Veyn House Silver Rose
Court of Lust,elite,Samina House Ember Silk
Court of Lust,elite,Karima House Crimson Bloom
Court of Lust,elite,Nura House Scarlet Whisper
Court of Lust,elite,Aisha House Crimson Desire
Court of Lust,elite,Rashid House Crimson Jewel
Court of Lust,elite,Amir House Velvet Hall
Court of Lust,elite,Raif House Endless Desire
Court of Lust,elite,Amir House Silk Flame
Court of Lust,elite,Aziel House Silk Flame
Court of Lust,elite,Liora House Crimson Throne
Court of Lust,elite,Mahira House Crimson Desire
Court of Lust,elite,Vale House Sweet Thorn
Court of Lust,elite,Zuleika House Silver Rose
Court of Lust,elite,Faris House Velvet Throne
Court of Lust,elite,Lumen House Perfumed Throne
Court of Lust,elite,Tariq House Whispered Passion
Court of Lust,elite,Azra House Crimson Coil
Court of Lust,elite,Ivory House Secret Embrace
Court of Lust,elite,Rania House Scarlet Throne
Court of Lust,elite,Lumen House Golden Kiss
Court of Lust,elite,Zephyr House Endless Desire
Court of Lust,elite,Zuleika House Moon Crown
Court of Lust,elite,Suleiman House Rose Crown
Court of Lust,elite,Nyx House Velvet Hall
Court of Lust,elite,Basira House Silk Flame
Court of Lust,elite,Nimra Velvet Coil
Court of Lust,elite,Zara House Scarlet Whisper
Court of Lust,elite,Seren House Crimson Throne
Court of Lust,elite,Cael House Whispered Passion
Court of Lust,elite,Sahil Velvet Coil
Court of Lust,elite,Amal House Crimson Coil
Court of Lust,elite,Ashar House Silk Flame
Court of Lust,elite,Adil House Scarlet Coil
Court of Lust,elite,River House Hidden Desire
Court of Lust,elite,Dusk House Silk Court
Court of Lust,elite,Imran House Crimson Coil
Court of Lust,leader,Keeper of Longing Khalid
Court of Lust,leader,Velvet Keeper Veyn
Court of Lust,leader,Lord of Temptation Khadija
Court of Lust,leader,Scarlet Keeper Zahra
Court of Lust,leader,Velvet Archon Shirin
Court of Lust,leader,Scarlet Regent Sana
Court of Lust,leader,Ember Regent Basil
Court of Lust,leader,Moonlit Regent Basil
Court of Lust,leader,Lord of Hearts Sorina
Court of Lust,leader,Crimson Regent Dania
Court of Lust,leader,Scarlet Prince Karim
Court of Lust,leader,Golden Chamberlain Silver
Court of Lust,leader,Velvet Chancellor Flint
Court of Lust,leader,Lady of Temptation Ruqayya
Court of Lust,leader,Golden Sovereign Huda
Court of Lust,leader,Golden Regent Fahim
Court of Lust,leader,Crimson Chamberlain Aisha
Court of Lust,leader,Moonlit Regent Jamal
Court of Lust,leader,Scarlet Regent Fahim
Court of Lust,leader,Perfumed Sovereign Jamal
Court of Lust,leader,Velvet Regent Supreme Veyn
Court of Lust,leader,Crimson Steward Yamina
Court of Lust,leader,Golden Chamberlain Rana
Court of Lust,leader,Velvet Master Samina
Court of Lust,leader,Scarlet Prince Alina
Court of Lust,leader,Lady of Hearts Samir
Court of Lust,leader,Rose Chancellor Rune
Court of Lust,leader,Moonlit Regent Sol
Court of Lust,leader,Crimson Steward Samir
Court of Lust,leader,Moonlit Sovereign Zayed
Court of Lust,leader,Perfumed Vizier Kairo
Court of Lust,leader,Rose Archon Moss
Court of Lust,leader,Desire Warden Kael
Court of Lust,leader,Ember Regent Sol
Court of Lust,leader,Velvet Archon Moss
Court of Lust,leader,Scarlet Prince Suleiman
Court of Lust,leader,Rose Prince Indigo
Court of Lust,leader,Scarlet Prince Nadia
Court of Lust,leader,Scarlet Sovereign Farah
Court of Lust,leader,Crimson Chamberlain Samira
Court of Lust,leader,Court Flame Basil
Court of Lust,leader,Keeper of Longing Leila
Court of Lust,leader,Desire Warden Farah
Court of Lust,leader,Lady of Temptation Talib
Court of Lust,leader,Keeper of Passions Sable
Court of Lust,leader,Golden Regent Zayed
Court of Lust,leader,Keeper of Longing River
Court of Lust,leader,Desire Warden Ashen
Court of Lust,leader,Silk Sovereign Ember
Court of Lust,leader,Rose Chancellor Sable
Court of Lust,leader,Velvet Keeper Ayman
Court of Lust,leader,Crimson Chamberlain Basil
Court of Lust,leader,Crimson Chamberlain Malik
Court of Lust,leader,Velvet Chancellor Nasir
Court of Lust,leader,Rose Keeper Zev
Court of Lust,leader,Ember Regent Rowan
Court of Lust,leader,Rose Archon Kael
Court of Lust,leader,Crimson Exemplar Dalia
Court of Lust,leader,Golden Regent Hakim
Court of Lust,leader,Perfumed Regent Jalal
Court of Lust,leader,Silk Chancellor Sable
Court of Lust,leader,Velvet Sovereign Vale
Court of Lust,leader,Rose Chancellor Rayan
Court of Lust,leader,Perfumed Sovereign Sorina
Court of Lust,leader,Scarlet Regent Latif
Court of Lust,leader,Moonlit Sovereign Sol
Court of Lust,leader,Rose Princess Kheir
Court of Lust,leader,Silk Chancellor Sabria
Court of Lust,leader,Rose Archon Nura
Court of Lust,leader,Scarlet Keeper Adil
Court of Lust,leader,Silk Sovereign Ashen
Court of Lust,leader,Perfumed Vizier Nadir
Court of Lust,leader,Rose Sovereign Cove
Court of Lust,leader,Lord of Hearts Amina
Court of Lust,leader,Moonlit Keeper Samir
Court of Lust,leader,Silk Sovereign Talon
Court of Lust,leader,Golden Sovereign Zuleika
Court of Lust,leader,Scarlet Regent Amina
Court of Lust,leader,Scarlet Archon Ash
Court of Lust,leader,Perfumed Regent Jalal
Court of Lust,leader,Velvet Master Tahira
Court of Lust,leader,Moonlit Regent Mahira
Court of Lust,leader,Desire Regent Nimra
Court of Lust,leader,Lady of Temptation Ashar
Court of Lust,leader,Keeper of Longing Alina
Court of Lust,leader,Ember Regent Azure
Court of Lust,leader,Court Flame Basil
Court of Lust,leader,Rose Prince Akram
Court of Lust,leader,Silk Exemplar Nasira
Court of Lust,leader,Perfumed Vizier Sana
Court of Lust,leader,Desire Warden Winter
Court of Lust,leader,Lord of Hearts Ilyas
Court of Lust,leader,Crimson Exemplar Samir
Court of Lust,leader,Silk Sovereign Liora
Court of Lust,leader,Lady of Hearts Mira
Court of Lust,leader,Crimson Archon Latif
Court of Lust,leader,Golden Chamberlain Phoenix
Court of Lust,leader,Keeper of Passions Sol
Court of Lust,leader,Moonlit Keeper Winter
Court of Lust,leader,Perfumed Vizier Yasmin
Court of Pride,grunt,Seren The Splendid
Court of Pride,grunt,Hollis The Peerless
Court of Pride,grunt,Ivory The Resplendent
Court of Pride,grunt,Ivory The Splendid
Court of Pride,grunt,Sana The Lofty
Court of Pride,grunt,Rafiq Self-Crowned
Court of Pride,grunt,Faruq Unbowed
Court of Pride,grunt,Adil Unbowed
Court of Pride,grunt,Vale Crown Perfected
Court of Pride,grunt,Echo Beyond Judgment
Court of Pride,grunt,Veyn Pride Incarnate
Court of Pride,grunt,Darian Favored Above All
Court of Pride,grunt,Azhar Throne-Lifted
Court of Pride,grunt,Alina Mirror-Crowned
Court of Pride,grunt,Sage Self-Made
Court of Pride,grunt,Safiya The Triumphant
Court of Pride,grunt,Ayman The Brilliant
Court of Pride,grunt,Nadir Ascendant
Court of Pride,grunt,Leila Self-Exalted
Court of Pride,grunt,Mahira Unbowed
Court of Pride,grunt,Zuleika High-Born in Spirit
Court of Pride,grunt,Noor The Unsurpassed
Court of Pride,grunt,Talib Mirror-Crowned
Court of Pride,grunt,Basil Throne-Chosen
Court of Pride,grunt,Alina High-Born in Spirit
Court of Pride,grunt,Arden Above Reproach
Court of Pride,grunt,Selene Above Reproach
Court of Pride,grunt,Darian Favored Above All
Court of Pride,grunt,Liora The Resplendent
Court of Pride,grunt,Vale Crowned Eternal
Court of Pride,grunt,Khalid Golden-Blooded
Court of Pride,grunt,Salma Above Kings
Court of Pride,grunt,Winter Glory-Anointed
Court of Pride,grunt,Darian Self-Exalted
Court of Pride,grunt,Adil Golden-Blooded
Court of Pride,grunt,Qasim The Majestic
Court of Pride,grunt,Selene The Eminent
Court of Pride,grunt,Onyx Pride Incarnate
Court of Pride,grunt,Aster The Untarnished
Court of Pride,grunt,Liora First Among Shadows
Court of Pride,grunt,Tempest The Resplendent
Court of Pride,grunt,Talon Crowned in False Light
Court of Pride,grunt,Samir The Elevated
Court of Pride,grunt,Rana The Victorious
Court of Pride,grunt,Salma The Brilliant
Court of Pride,grunt,Sahil Self-Made
Court of Pride,grunt,Inaya Self-Made
Court of Pride,grunt,Azra Pride Incarnate
Court of Pride,grunt,Vale Golden Soul
Court of Pride,grunt,Hana Beyond Judgment
Court of Pride,grunt,Ashen Glory-Bound
Court of Pride,grunt,Ivory Golden Soul
Court of Pride,grunt,Vesper Golden-Blooded
Court of Pride,grunt,Kamil Self-Exalted
Court of Pride,grunt,Harun The Brilliant
Court of Pride,grunt,Ashen High-Born in Spirit
Court of Pride,grunt,Jibril Pride Incarnate
Court of Pride,grunt,Sorina Serpent-Crowned
Court of Pride,grunt,Nadim The Illustrious
Court of Pride,grunt,Imran The Majestic
Court of Pride,grunt,Storm Throne-Raised
Court of Pride,grunt,Khadija The Brilliant
Court of Pride,grunt,Sabria Throne-Raised
Court of Pride,grunt,Nasira Golden Soul
Court of Pride,grunt,Khadija Self-Exalted
Court of Pride,grunt,Faruq The Eminent
Court of Pride,grunt,Ayman Glory-Anointed
Court of Pride,grunt,Garnet Unbowed
Court of Pride,grunt,Murad The Eminent
Court of Pride,grunt,Samira The Magnificent
Court of Pride,grunt,Aziel The Eminent
Court of Pride,grunt,Lumen Above Kings
Court of Pride,grunt,Ashen Self-Made
Court of Pride,grunt,Nizam The Eminent
Court of Pride,grunt,Vesper Glory-Bound
Court of Pride,grunt,Safiya Above All Others
Court of Pride,grunt,Rowan The Exemplar
Court of Pride,grunt,Talib Glory-Bound
Court of Pride,grunt,Aziel Crown Perfected
Court of Pride,grunt,Faruq Glory-Bound
Court of Pride,grunt,Onyx Mirror-Breaker
Court of Pride,grunt,Kheir The Victorious
Court of Pride,grunt,Kairo Pride-Anointed
Court of Pride,grunt,Nadim Beloved of None
Court of Pride,grunt,Aster The Lofty
Court of Pride,grunt,Imran Crowned Eternal
Court of Pride,grunt,Soren Crowned Eternal
Court of Pride,grunt,Sol Glory-Bound
Court of Pride,grunt,Soren Throne-Lifted
Court of Pride,grunt,Mazin Self-Crowned
Court of Pride,grunt,Nura The Magnified
Court of Pride,grunt,Dalia The Eminent
Court of Pride,grunt,Inaya Crown Perfected
Court of Pride,grunt,Sable The Magnificent
Court of Pride,grunt,Khadija The Victorious
Court of Pride,grunt,Silver The Majestic
Court of Pride,grunt,Zuleika Self-Made
Court of Pride,grunt,Fariha Self-Crowned
Court of Pride,grunt,Fahim The Majestic
Court of Pride,grunt,River Crowned Eternal
Court of Pride,elite,Mira House Drakon
Court of Pride,elite,Nizam House Asterion
Court of Pride,elite,Rowan House Orinth
Court of Pride,elite,Sorina House Solkar
Court of Pride,elite,Cael House Iskand
Court of Pride,elite,Sana Ashen Throne
Court of Pride,elite,Tarek House Eldarion
Court of Pride,elite,Selim House Seraphine
Court of Pride,elite,Nadir House Reth
Court of Pride,elite,Phoenix Court of Mirrors
Court of Pride,elite,Nabila Silver Canopy
Court of Pride,elite,Faris House Kaelor
Court of Pride,elite,Tahira House Kaelor
Court of Pride,elite,Kairo House Reth
Court of Pride,elite,Echo Silver Canopy
Court of Pride,elite,Flint House Asterion
Court of Pride,elite,Huda House Luxor
Court of Pride,elite,Hamid House Solarius
Court of Pride,elite,Samira Golden Coil
Court of Pride,elite,Rana House Solkar
Court of Pride,elite,Peregrine House Voriel
Court of Pride,elite,Harbor House Merovar
Court of Pride,elite,Flint House Calix
Court of Pride,elite,Nabila House Voriel
Court of Pride,elite,Zahir House Veyron
Court of Pride,elite,Veyn Golden Coil
Court of Pride,elite,Cove House Cyran
Court of Pride,elite,Azra Court of Mirrors
Court of Pride,elite,Jibril House Luxor
Court of Pride,elite,Jamal House Serikar
Court of Pride,elite,Qasim House Aurex
Court of Pride,elite,Dania House Seraphine
Court of Pride,elite,Idris Crown Dominion
Court of Pride,elite,Talib House Voriel
Court of Pride,elite,Hamid House Seraphine
Court of Pride,elite,Zara House Malkor
Court of Pride,elite,Amal Crown Dominion
Court of Pride,elite,Safiya House Damaris
Court of Pride,elite,Samina House Elaris
Court of Pride,elite,Phoenix House Myr
Court of Pride,elite,Sabria Ashen Throne
Court of Pride,elite,Jamal House Aurelian
Court of Pride,elite,Zephyr Sable Crown
Court of Pride,elite,Raif House Talassar
Court of Pride,elite,Darian House Kharis
Court of Pride,elite,Lumen House Aurex
Court of Pride,elite,Yasmin House Orinth
Court of Pride,elite,Rana Throne of Glass
Court of Pride,elite,Mira House Eldarion
Court of Pride,elite,Farah House Vhal
Court of Pride,elite,Samira House Seraphine
Court of Pride,elite,Ruqayya House Myr
Court of Pride,elite,Nura House Aurex
Court of Pride,elite,Zara Ivory Diadem
Court of Pride,elite,Rafiq House Drakon
Court of Pride,elite,Zayed House Solenne
Court of Pride,elite,Meridian House Merovar
Court of Pride,elite,Faris House Voriel
Court of Pride,elite,Naima House Luxor
Court of Pride,elite,Selim House Valen
Court of Pride,elite,Hollis House Cassiel
Court of Pride,elite,Leila House Nerath
Court of Pride,elite,Kheir House Marzak
Court of Pride,elite,Yamina House Asterion
Court of Pride,elite,Lina House Damaris
Court of Pride,elite,Sable House Eldarion
Court of Pride,elite,Selene House Reth
Court of Pride,elite,Inaya House Cyran
Court of Pride,elite,Nadim House Merovar
Court of Pride,elite,Moss House Asterion
Court of Pride,elite,Basil Golden Coil
Court of Pride,elite,Rashid House Valen
Court of Pride,elite,Khalid House Aurelian
Court of Pride,elite,Zayn House Vhal
Court of Pride,elite,Sol House Cassiel
Court of Pride,elite,Yasmin Throne of Glass
Court of Pride,elite,Tariq House Aurex
Court of Pride,elite,Nasira House Calix
Court of Pride,elite,Zahra House Adram
Court of Pride,elite,Shale House Kaelor
Court of Pride,elite,Jamal Throne of Glass
Court of Pride,elite,Nura House Cassiel
Court of Pride,elite,Yusef House Elaris
Court of Pride,elite,Harbor House Myr
Court of Pride,elite,Nabila House Solkar
Court of Pride,elite,Sahil Ashen Throne
Court of Pride,elite,Peregrine House Valen
Court of Pride,elite,Jalal House Solarius
Court of Pride,elite,Omar House Aurex
Court of Pride,elite,Silver House Calix
Court of Pride,elite,Ruqayya House Cassiel
Court of Pride,elite,Shirin Golden Coil
Court of Pride,elite,Leila House Malakar
Court of Pride,elite,Tempest House Calix
Court of Pride,elite,Nizam House Thalor
Court of Pride,elite,Selene Throne of Glass
Court of Pride,elite,Zayn Eidolon Court
Court of Pride,elite,Mariam House Kharis
Court of Pride,elite,Jibril House Solenne
Court of Pride,elite,Suleiman House Veyron
Court of Pride,leader,Supreme Regent Noor
Court of Pride,leader,Prince Jalal
Court of Pride,leader,Serpent Regent Zara
Court of Pride,leader,Golden Regent Safiya
Court of Pride,leader,Princess Sol
Court of Pride,leader,Lord Paramount Amal
Court of Pride,leader,Lady of Mirrors Peregrine
Court of Pride,leader,Ascendant Lady Ash
Court of Pride,leader,Keeper of Honors Zara
Court of Pride,leader,Imperial Voice Briar
Court of Pride,leader,Chamberlain Jalal
Court of Pride,leader,Radiant Sovereign Amal
Court of Pride,leader,Lord Paramount Azhar
Court of Pride,leader,Palace Archon Kairo
Court of Pride,leader,Grand Steward Fahim
Court of Pride,leader,Exalted One Naima
Court of Pride,leader,High Lord Fahim
Court of Pride,leader,Herald Supreme Inaya
Court of Pride,leader,Sovereign Ruqayya
Court of Pride,leader,High Chamberlain Kheir
Court of Pride,leader,Ascendant Lord Nyx
Court of Pride,leader,Ivory Vizier Kamil
Court of Pride,leader,Serpent Noble Ivory
Court of Pride,leader,Crown Regent Ivory
Court of Pride,leader,Throne Keeper Ruqayya
Court of Pride,leader,Prince Rana
Court of Pride,leader,First Among Equals Hollis
Court of Pride,leader,Ivory Vizier Riven
Court of Pride,leader,Crown Regent Faris
Court of Pride,leader,Court Exemplar Iman
Court of Pride,leader,Court Master Hakim
Court of Pride,leader,Golden Regent Nabila
Court of Pride,leader,Master of Ceremony Zuleika
Court of Pride,leader,Exalted Regent Lina
Court of Pride,leader,Ascendant Lord Sahil
Court of Pride,leader,First Among Equals Ilyas
Court of Pride,leader,Serpent Regent Ilyas
Court of Pride,leader,Princess Nadia
Court of Pride,leader,Sovereign Zara
Court of Pride,leader,Lady of Splendor Nimra
Court of Pride,leader,Court Exemplar Ash
Court of Pride,leader,Crown Regent Winter
Court of Pride,leader,Palace Archon Nadia
Court of Pride,leader,High Regent Layla
Court of Pride,leader,Crown Princess Rune
Court of Pride,leader,Sovereign Raif
Court of Pride,leader,Golden Regent Kael
Court of Pride,leader,Exalted Regent Sable
Court of Pride,leader,Crown Princess Karima
Court of Pride,leader,Noble Ascendant Darian
Court of Pride,leader,Serpent Regent Jamila
Court of Pride,leader,Crown Regent Harbor
Court of Pride,leader,Crown Prince Ash
Court of Pride,leader,Duchess Murad
Court of Pride,leader,Ascendant Lord Veyn
